sn,date,branch,pizza_sold,price,quantity,time,time_range
1605,2015-12-14,Lekki,Pepperoni Suya,3000,2,08:42:54,Before 9:00am
1606,2015-12-03,Lekki,Chicken Legend,2000,4,08:42:54,Before 9:00am
1607,2015-12-13,Lekki,Meatzaa,2000,1,08:42:55,Before 9:00am
1608,2015-12-08,Ibadan,Chicken Bali,2000,1,08:42:56,Before 9:00am
1609,2015-12-15,Lekki,Beef Suya,3000,2,08:42:59,Before 9:00am
1610,2015-12-09,Ikoyi,BBQ Chicken,4000,2,08:43:01,Before 9:00am
1611,2015-12-04,Ibadan,Chicken Legend,2000,2,08:43:01,Before 9:00am
1612,2015-12-08,Lekki,Pepperoni Feast,4000,2,08:43:02,Before 9:00am
1613,2015-12-07,Surulere,Pepperoni Feast,4000,5,08:43:03,Before 9:00am
1614,2015-12-03,Lekki,Hot Pepperoni Feast,4000,5,08:43:04,Before 9:00am
1615,2015-12-12,Ikoyi,Italiano,3000,5,08:43:05,Before 9:00am
1616,2015-12-09,Lekki,Hot Pepperoni Feast,4000,2,08:43:05,Before 9:00am
1617,2015-12-09,Surulere,Chicken Suya,4000,4,08:43:06,Before 9:00am
1618,2015-12-14,Ibadan,Pepperoni Feast,4000,3,08:43:07,Before 9:00am
1619,2015-12-03,Lekki,Veggie Supreme,3000,2,08:43:08,Before 9:00am
1620,2015-12-07,Surulere,Chicken Bali,2000,2,08:43:09,Before 9:00am
1621,2015-12-10,Surulere,BBQ Chicken,4000,3,08:43:09,Before 9:00am
1622,2015-12-08,Ikoyi,Chicken Legend,2000,4,08:43:10,Before 9:00am
1623,2015-12-15,Gbagada,Pepperoni Feast,4000,5,08:43:14,Before 9:00am
1624,2015-12-08,Ibadan,Chicken Feast,2000,4,08:43:14,Before 9:00am
1625,2015-12-06,Surulere,Pepperoni Suya,3000,3,08:43:15,Before 9:00am
1626,2015-12-15,Lekki,Chicken Legend,2000,5,08:43:16,Before 9:00am
1627,2015-12-03,Ibadan,Chicken Bali,2000,5,08:43:17,Before 9:00am
1628,2015-12-14,Surulere,Italiano,3000,2,08:43:19,Before 9:00am
1629,2015-12-11,Lekki,Pepperoni Feast,4000,1,08:43:19,Before 9:00am
1630,2015-12-06,Surulere,Pepperoni Suya,3000,3,08:43:21,Before 9:00am
1631,2015-12-05,Ikoyi,Meatzaa,2000,2,08:43:22,Before 9:00am
1632,2015-12-06,Ikoyi,Beef Suya,3000,3,08:43:22,Before 9:00am
1633,2015-12-03,Gbagada,Hot Pepperoni Feast,4000,2,08:43:22,Before 9:00am
1634,2015-12-09,Lekki,Veggie Supreme,3000,2,08:43:23,Before 9:00am
1635,2015-12-07,Ikoyi,Chicken Suya,4000,1,08:43:25,Before 9:00am
1636,2015-12-14,Ibadan,BBQ Chicken,4000,4,08:43:26,Before 9:00am
1637,2015-12-06,Surulere,BBQ Chicken,4000,3,08:43:31,Before 9:00am
1638,2015-12-11,Lekki,Veggie Supreme,3000,4,08:43:31,Before 9:00am
1639,2015-12-15,Ibadan,Pepperoni Suya,3000,2,08:43:32,Before 9:00am
1640,2015-12-15,Gbagada,BBQ Philly Steak,4000,1,08:43:34,Before 9:00am
1641,2015-12-13,Ibadan,BBQ Philly Steak,4000,5,08:43:34,Before 9:00am
1642,2015-12-06,Ibadan,Hot Veggie,4000,2,08:43:35,Before 9:00am
1643,2015-12-15,Ikoyi,BBQ Chicken,4000,3,08:43:37,Before 9:00am
1644,2015-12-07,Ikoyi,Chicken Feast,2000,4,08:43:38,Before 9:00am
1645,2015-12-08,Gbagada,Chicken Legend,2000,2,08:43:39,Before 9:00am
1646,2015-12-08,Ibadan,Chicken Bali,2000,1,08:43:43,Before 9:00am
1647,2015-12-06,Surulere,Pepperoni Suya,3000,4,08:43:48,Before 9:00am
1648,2015-12-06,Lekki,Hot Veggie,4000,2,08:43:49,Before 9:00am
1649,2015-12-04,Lekki,Chicken Suya,4000,5,08:43:49,Before 9:00am
1650,2015-12-07,Ikoyi,Pepperoni Feast,4000,2,08:43:50,Before 9:00am
1651,2015-12-11,Ibadan,Chicken Suya,4000,2,08:43:50,Before 9:00am
1652,2015-12-04,Lekki,Pepperoni Feast,4000,4,08:43:51,Before 9:00am
1653,2015-12-06,Ikoyi,Pepperoni Suya,3000,2,08:43:52,Before 9:00am
1654,2015-12-08,Gbagada,Chicken Feast,2000,1,08:43:54,Before 9:00am
1655,2015-12-04,Ibadan,Beef Suya,3000,4,08:43:55,Before 9:00am
1656,2015-12-03,Ikoyi,Italiano,3000,2,08:43:56,Before 9:00am
1657,2015-12-06,Gbagada,Chicken Legend,2000,3,08:43:58,Before 9:00am
1658,2015-12-05,Lekki,Chicken Legend,2000,2,08:43:59,Before 9:00am
1659,2015-12-03,Ikoyi,Meatzaa,2000,1,08:44:00,Before 9:00am
1660,2015-12-05,Ibadan,Italiano,3000,4,08:44:02,Before 9:00am
1661,2015-12-12,Lekki,Pepperoni Suya,3000,3,08:44:03,Before 9:00am
1662,2015-12-09,Ibadan,Meatzaa,2000,1,08:44:03,Before 9:00am
1663,2015-12-07,Gbagada,Hot Veggie,4000,5,08:44:06,Before 9:00am
1664,2015-12-04,Ikoyi,BBQ Philly Steak,4000,3,08:44:06,Before 9:00am
1665,2015-12-04,Surulere,Chicken Suya,4000,1,08:44:06,Before 9:00am
1666,2015-12-05,Surulere,BBQ Philly Steak,4000,3,08:44:12,Before 9:00am
1667,2015-12-10,Ikoyi,Chicken Legend,2000,4,08:44:16,Before 9:00am
1668,2015-12-06,Ikoyi,Beef Suya,3000,1,08:44:18,Before 9:00am
1669,2015-12-08,Gbagada,Meatzaa,2000,3,08:44:21,Before 9:00am
1670,2015-12-15,Surulere,Extravaganza,2000,5,08:44:21,Before 9:00am
1671,2015-12-14,Ibadan,Chicken Bali,2000,1,08:44:22,Before 9:00am
1672,2015-12-08,Ikoyi,Pepperoni Feast,4000,2,08:44:22,Before 9:00am
1673,2015-12-15,Lekki,Hot Pepperoni Feast,4000,3,08:44:23,Before 9:00am
1674,2015-12-13,Surulere,Veggie Supreme,3000,5,08:44:24,Before 9:00am
1675,2015-12-10,Lekki,BBQ Chicken,4000,1,08:44:25,Before 9:00am
1676,2015-12-12,Ibadan,BBQ Chicken,4000,2,08:44:25,Before 9:00am
1677,2015-12-12,Lekki,Pepperoni Suya,3000,5,08:44:26,Before 9:00am
1678,2015-12-13,Ikoyi,Chicken Feast,2000,2,08:44:29,Before 9:00am
1679,2015-12-06,Surulere,Margarita,4000,2,08:44:29,Before 9:00am
1680,2015-12-05,Gbagada,Chicken Bali,2000,4,08:44:30,Before 9:00am
1681,2015-12-11,Ibadan,Hot Pepperoni Feast,4000,5,08:44:30,Before 9:00am
1682,2015-12-09,Lekki,Italiano,3000,4,08:44:34,Before 9:00am
1683,2015-12-03,Lekki,Beef Suya,3000,3,08:44:35,Before 9:00am
1684,2015-12-10,Ikoyi,BBQ Philly Steak,4000,2,08:44:37,Before 9:00am
1685,2015-12-06,Ibadan,Chicken Legend,2000,4,08:44:38,Before 9:00am
1686,2015-12-03,Ikoyi,Pepperoni Suya,3000,1,08:44:40,Before 9:00am
1687,2015-12-15,Surulere,Chicken Feast,2000,4,08:44:41,Before 9:00am
1688,2015-12-11,Ibadan,Hot Veggie,4000,2,08:44:42,Before 9:00am
1689,2015-12-08,Gbagada,Veggie Supreme,3000,4,08:44:43,Before 9:00am
1690,2015-12-12,Lekki,BBQ Philly Steak,4000,3,08:44:43,Before 9:00am
1691,2015-12-03,Surulere,BBQ Philly Steak,4000,2,08:44:45,Before 9:00am
1692,2015-12-12,Ikoyi,Chicken Legend,2000,4,08:44:45,Before 9:00am
1693,2015-12-06,Surulere,Italiano,3000,3,08:44:47,Before 9:00am
1694,2015-12-05,Surulere,BBQ Chicken,4000,3,08:44:48,Before 9:00am
1695,2015-12-07,Surulere,Pepperoni Feast,4000,2,08:44:51,Before 9:00am
1696,2015-12-15,Surulere,Chicken Feast,2000,4,08:44:53,Before 9:00am
1697,2015-12-14,Gbagada,Margarita,4000,3,08:44:56,Before 9:00am
1698,2015-12-11,Surulere,Veggie Supreme,3000,5,08:44:56,Before 9:00am
1699,2015-12-05,Lekki,Hot Pepperoni Feast,4000,2,08:44:57,Before 9:00am
1700,2015-12-06,Lekki,Chicken Legend,2000,4,08:44:59,Before 9:00am
1701,2015-12-15,Gbagada,BBQ Philly Steak,4000,3,08:45:03,Before 9:00am
1702,2015-12-14,Gbagada,BBQ Philly Steak,4000,1,08:45:06,Before 9:00am
1703,2015-12-04,Gbagada,Meatzaa,2000,2,08:45:06,Before 9:00am
1704,2015-12-12,Lekki,Margarita,4000,3,08:45:09,Before 9:00am
1705,2015-12-13,Surulere,Chicken Feast,2000,2,08:45:09,Before 9:00am
1706,2015-12-05,Ibadan,Hot Pepperoni Feast,4000,3,08:45:10,Before 9:00am
1707,2015-12-14,Gbagada,Italiano,3000,2,08:45:10,Before 9:00am
1708,2015-12-10,Lekki,Chicken Suya,4000,2,08:45:10,Before 9:00am
1709,2015-12-08,Ibadan,Hot Pepperoni Feast,4000,2,08:45:11,Before 9:00am
1710,2015-12-10,Surulere,Chicken Suya,4000,4,08:45:11,Before 9:00am
1711,2015-12-07,Ikoyi,Chicken Feast,2000,1,08:45:11,Before 9:00am
1712,2015-12-04,Gbagada,Beef Suya,3000,3,08:45:11,Before 9:00am
1713,2015-12-10,Lekki,Chicken Bali,2000,4,08:45:13,Before 9:00am
1714,2015-12-15,Surulere,Chicken Feast,2000,2,08:45:14,Before 9:00am
1715,2015-12-06,Gbagada,Pepperoni Feast,4000,1,08:45:16,Before 9:00am
1716,2015-12-05,Surulere,Chicken Bali,2000,5,08:45:18,Before 9:00am
1717,2015-12-12,Gbagada,Chicken Suya,4000,4,08:45:19,Before 9:00am
1718,2015-12-03,Gbagada,Beef Suya,3000,5,08:45:20,Before 9:00am
1719,2015-12-03,Surulere,Italiano,3000,1,08:45:21,Before 9:00am
1720,2015-12-05,Gbagada,Chicken Feast,2000,1,08:45:21,Before 9:00am
1721,2015-12-11,Surulere,BBQ Chicken,4000,1,08:45:21,Before 9:00am
1722,2015-12-13,Ikoyi,Chicken Bali,2000,4,08:45:28,Before 9:00am
1723,2015-12-12,Ibadan,Chicken Feast,2000,3,08:45:31,Before 9:00am
1724,2015-12-07,Ibadan,Chicken Bali,2000,4,08:45:33,Before 9:00am
1725,2015-12-13,Surulere,Margarita,4000,4,08:45:35,Before 9:00am
1726,2015-12-12,Ikoyi,Beef Suya,3000,5,08:45:37,Before 9:00am
1727,2015-12-06,Lekki,Beef Suya,3000,4,08:45:38,Before 9:00am
1728,2015-12-04,Ikoyi,Italiano,3000,4,08:45:40,Before 9:00am
1729,2015-12-06,Ikoyi,BBQ Chicken,4000,2,08:45:43,Before 9:00am
1730,2015-12-10,Lekki,Italiano,3000,3,08:45:43,Before 9:00am
1731,2015-12-03,Ikoyi,Chicken Suya,4000,5,08:45:45,Before 9:00am
1732,2015-12-10,Surulere,Pepperoni Suya,3000,4,08:45:45,Before 9:00am
1733,2015-12-04,Ikoyi,Meatzaa,2000,2,08:45:47,Before 9:00am
1734,2015-12-05,Gbagada,Hot Veggie,4000,1,08:45:47,Before 9:00am
1735,2015-12-08,Gbagada,BBQ Chicken,4000,3,08:45:47,Before 9:00am
1736,2015-12-09,Gbagada,Pepperoni Feast,4000,2,08:45:51,Before 9:00am
1737,2015-12-06,Gbagada,Chicken Feast,2000,3,08:45:52,Before 9:00am
1738,2015-12-12,Gbagada,Chicken Feast,2000,3,08:45:53,Before 9:00am
1739,2015-12-15,Ibadan,Hot Pepperoni Feast,4000,4,08:45:55,Before 9:00am
1740,2015-12-06,Ikoyi,Chicken Suya,4000,3,08:45:57,Before 9:00am
1741,2015-12-12,Gbagada,Beef Suya,3000,3,08:45:59,Before 9:00am
1742,2015-12-05,Gbagada,Chicken Feast,2000,5,08:46:01,Before 9:00am
1743,2015-12-08,Gbagada,Meatzaa,2000,1,08:46:01,Before 9:00am
1744,2015-12-09,Ibadan,Chicken Suya,4000,2,08:46:02,Before 9:00am
1745,2015-12-07,Gbagada,Italiano,3000,5,08:46:03,Before 9:00am
1746,2015-12-15,Surulere,Meatzaa,2000,3,08:46:06,Before 9:00am
1747,2015-12-11,Lekki,BBQ Chicken,4000,4,08:46:08,Before 9:00am
1748,2015-12-05,Gbagada,Chicken Suya,4000,3,08:46:09,Before 9:00am
1749,2015-12-04,Ibadan,BBQ Chicken,4000,5,08:46:11,Before 9:00am
1750,2015-12-14,Ibadan,BBQ Philly Steak,4000,3,08:46:14,Before 9:00am
1751,2015-12-04,Ikoyi,Pepperoni Feast,4000,1,08:46:15,Before 9:00am
1752,2015-12-03,Gbagada,Beef Suya,3000,3,08:46:17,Before 9:00am
1753,2015-12-07,Lekki,Pepperoni Suya,3000,5,08:46:17,Before 9:00am
1754,2015-12-14,Gbagada,Hot Veggie,4000,5,08:46:17,Before 9:00am
1755,2015-12-11,Ibadan,Extravaganza,2000,3,08:46:18,Before 9:00am
1756,2015-12-06,Ibadan,Hot Pepperoni Feast,4000,5,08:46:24,Before 9:00am
1757,2015-12-11,Surulere,Chicken Bali,2000,2,08:46:24,Before 9:00am
1758,2015-12-03,Gbagada,Chicken Bali,2000,3,08:46:25,Before 9:00am
1759,2015-12-15,Ikoyi,Hot Veggie,4000,1,08:46:26,Before 9:00am
1760,2015-12-03,Gbagada,Chicken Suya,4000,1,08:46:26,Before 9:00am
1761,2015-12-03,Gbagada,Hot Veggie,4000,4,08:46:27,Before 9:00am
1762,2015-12-05,Ibadan,Hot Pepperoni Feast,4000,1,08:46:27,Before 9:00am
1763,2015-12-12,Lekki,Veggie Supreme,3000,2,08:46:28,Before 9:00am
1764,2015-12-09,Lekki,Veggie Supreme,3000,4,08:46:28,Before 9:00am
1765,2015-12-06,Surulere,Extravaganza,2000,2,08:46:31,Before 9:00am
1766,2015-12-08,Ibadan,Chicken Bali,2000,1,08:46:31,Before 9:00am
1767,2015-12-06,Gbagada,Veggie Supreme,3000,4,08:46:35,Before 9:00am
1768,2015-12-10,Gbagada,Pepperoni Suya,3000,3,08:46:37,Before 9:00am
1769,2015-12-13,Ibadan,Chicken Feast,2000,1,08:46:37,Before 9:00am
1770,2015-12-12,Lekki,Extravaganza,2000,2,08:46:40,Before 9:00am
1771,2015-12-07,Lekki,BBQ Philly Steak,4000,3,08:46:40,Before 9:00am
1772,2015-12-04,Ibadan,Hot Pepperoni Feast,4000,1,08:46:41,Before 9:00am
1773,2015-12-12,Ikoyi,Hot Veggie,4000,3,08:46:44,Before 9:00am
1774,2015-12-13,Ikoyi,Pepperoni Feast,4000,3,08:46:45,Before 9:00am
1775,2015-12-08,Ibadan,Extravaganza,2000,5,08:46:45,Before 9:00am
1776,2015-12-15,Ikoyi,Veggie Supreme,3000,2,08:46:45,Before 9:00am
1777,2015-12-10,Ibadan,Meatzaa,2000,1,08:46:47,Before 9:00am
1778,2015-12-13,Surulere,Hot Pepperoni Feast,4000,5,08:46:48,Before 9:00am
1779,2015-12-08,Surulere,Margarita,4000,3,08:46:49,Before 9:00am
1780,2015-12-15,Ibadan,Chicken Legend,2000,4,08:46:50,Before 9:00am
1781,2015-12-03,Lekki,Pepperoni Suya,3000,1,08:46:50,Before 9:00am
1782,2015-12-07,Surulere,Meatzaa,2000,2,08:46:50,Before 9:00am
1783,2015-12-14,Surulere,Pepperoni Feast,4000,1,08:46:52,Before 9:00am
1784,2015-12-10,Ibadan,BBQ Chicken,4000,2,08:46:53,Before 9:00am
1785,2015-12-04,Ikoyi,Chicken Bali,2000,1,08:46:54,Before 9:00am
1786,2015-12-08,Surulere,Beef Suya,3000,2,08:46:56,Before 9:00am
1787,2015-12-08,Gbagada,BBQ Chicken,4000,1,08:46:56,Before 9:00am
1788,2015-12-04,Gbagada,Pepperoni Suya,3000,5,08:46:57,Before 9:00am
1789,2015-12-11,Ibadan,Pepperoni Feast,4000,4,08:46:58,Before 9:00am
1790,2015-12-10,Lekki,Pepperoni Feast,4000,3,08:46:58,Before 9:00am
1791,2015-12-13,Lekki,Margarita,4000,5,08:46:58,Before 9:00am
1792,2015-12-13,Lekki,Meatzaa,2000,5,08:47:01,Before 9:00am
1793,2015-12-10,Lekki,Italiano,3000,2,08:47:02,Before 9:00am
1794,2015-12-09,Gbagada,BBQ Chicken,4000,3,08:47:03,Before 9:00am
1795,2015-12-06,Ikoyi,Margarita,4000,2,08:47:04,Before 9:00am
1796,2015-12-03,Surulere,BBQ Philly Steak,4000,3,08:47:06,Before 9:00am
1797,2015-12-14,Ikoyi,Meatzaa,2000,4,08:47:08,Before 9:00am
1798,2015-12-10,Surulere,Hot Veggie,4000,2,08:47:08,Before 9:00am
1799,2015-12-10,Ikoyi,Extravaganza,2000,5,08:47:09,Before 9:00am
1800,2015-12-05,Ibadan,Hot Veggie,4000,2,08:47:10,Before 9:00am
1801,2015-12-09,Gbagada,Pepperoni Suya,3000,3,08:47:11,Before 9:00am
1802,2015-12-09,Ibadan,Chicken Legend,2000,3,08:47:13,Before 9:00am
1803,2015-12-15,Lekki,Chicken Feast,2000,4,08:47:14,Before 9:00am
1804,2015-12-14,Ibadan,BBQ Philly Steak,4000,2,08:47:15,Before 9:00am
1805,2015-12-03,Lekki,Pepperoni Feast,4000,1,08:47:16,Before 9:00am
1806,2015-12-15,Lekki,Pepperoni Suya,3000,5,08:47:18,Before 9:00am
1807,2015-12-09,Ibadan,BBQ Chicken,4000,5,08:47:19,Before 9:00am
1808,2015-12-03,Lekki,Hot Veggie,4000,2,08:47:21,Before 9:00am
1809,2015-12-07,Ikoyi,Pepperoni Suya,3000,4,08:47:22,Before 9:00am
1810,2015-12-14,Ibadan,Hot Veggie,4000,1,08:47:22,Before 9:00am
1811,2015-12-15,Ikoyi,Pepperoni Feast,4000,5,08:47:23,Before 9:00am
1812,2015-12-07,Ikoyi,Hot Pepperoni Feast,4000,2,08:47:24,Before 9:00am
1813,2015-12-04,Gbagada,Chicken Suya,4000,2,08:47:24,Before 9:00am
1814,2015-12-14,Surulere,BBQ Chicken,4000,1,08:47:25,Before 9:00am
1815,2015-12-10,Ikoyi,Beef Suya,3000,4,08:47:25,Before 9:00am
1816,2015-12-15,Ikoyi,Italiano,3000,5,08:47:26,Before 9:00am
1817,2015-12-12,Lekki,Hot Pepperoni Feast,4000,3,08:47:28,Before 9:00am
1818,2015-12-05,Gbagada,BBQ Philly Steak,4000,2,08:47:28,Before 9:00am
1819,2015-12-07,Surulere,Chicken Suya,4000,3,08:47:29,Before 9:00am
1820,2015-12-04,Surulere,Beef Suya,3000,1,08:47:29,Before 9:00am
1821,2015-12-09,Surulere,Chicken Suya,4000,3,08:47:29,Before 9:00am
1822,2015-12-12,Gbagada,Chicken Suya,4000,3,08:47:30,Before 9:00am
1823,2015-12-04,Gbagada,Chicken Feast,2000,1,08:47:33,Before 9:00am
1824,2015-12-06,Surulere,Chicken Suya,4000,3,08:47:34,Before 9:00am
1825,2015-12-05,Ikoyi,Pepperoni Suya,3000,4,08:47:37,Before 9:00am
1826,2015-12-15,Ikoyi,Pepperoni Suya,3000,2,08:47:40,Before 9:00am
1827,2015-12-15,Ikoyi,BBQ Chicken,4000,2,08:47:41,Before 9:00am
1828,2015-12-03,Ikoyi,Chicken Feast,2000,2,08:47:43,Before 9:00am
1829,2015-12-13,Ibadan,Beef Suya,3000,1,08:47:45,Before 9:00am
1830,2015-12-08,Surulere,Chicken Legend,2000,3,08:47:46,Before 9:00am
1831,2015-12-11,Ikoyi,Extravaganza,2000,5,08:47:49,Before 9:00am
1832,2015-12-07,Surulere,BBQ Chicken,4000,2,08:47:52,Before 9:00am
1833,2015-12-08,Lekki,Meatzaa,2000,1,08:47:52,Before 9:00am
1834,2015-12-06,Ibadan,Pepperoni Feast,4000,3,08:47:52,Before 9:00am
1835,2015-12-06,Surulere,Veggie Supreme,3000,4,08:47:53,Before 9:00am
1836,2015-12-10,Ikoyi,Chicken Suya,4000,4,08:47:56,Before 9:00am
1837,2015-12-08,Lekki,BBQ Philly Steak,4000,3,08:47:57,Before 9:00am
1838,2015-12-14,Gbagada,Margarita,4000,3,08:47:57,Before 9:00am
1839,2015-12-07,Ikoyi,Pepperoni Suya,3000,3,08:47:59,Before 9:00am
1840,2015-12-04,Ibadan,Veggie Supreme,3000,3,08:48:01,Before 9:00am
1841,2015-12-13,Ikoyi,Hot Pepperoni Feast,4000,3,08:48:03,Before 9:00am
1842,2015-12-03,Surulere,Italiano,3000,1,08:48:05,Before 9:00am
1843,2015-12-15,Gbagada,Chicken Legend,2000,5,08:48:05,Before 9:00am
1844,2015-12-04,Ibadan,Chicken Suya,4000,3,08:48:08,Before 9:00am
1845,2015-12-13,Ikoyi,Veggie Supreme,3000,5,08:48:09,Before 9:00am
1846,2015-12-07,Gbagada,Italiano,3000,3,08:48:09,Before 9:00am
1847,2015-12-07,Surulere,Beef Suya,3000,2,08:48:10,Before 9:00am
1848,2015-12-05,Gbagada,Hot Pepperoni Feast,4000,3,08:48:12,Before 9:00am
1849,2015-12-07,Surulere,Beef Suya,3000,5,08:48:12,Before 9:00am
1850,2015-12-07,Ikoyi,Beef Suya,3000,2,08:48:13,Before 9:00am
1851,2015-12-09,Ibadan,Chicken Legend,2000,2,08:48:13,Before 9:00am
1852,2015-12-03,Lekki,BBQ Philly Steak,4000,2,08:48:15,Before 9:00am
1853,2015-12-06,Surulere,BBQ Chicken,4000,2,08:48:15,Before 9:00am
1854,2015-12-03,Ibadan,BBQ Philly Steak,4000,5,08:48:17,Before 9:00am
1855,2015-12-10,Surulere,Beef Suya,3000,1,08:48:21,Before 9:00am
1856,2015-12-12,Ibadan,BBQ Chicken,4000,5,08:48:22,Before 9:00am
1857,2015-12-15,Lekki,Pepperoni Suya,3000,2,08:48:25,Before 9:00am
1858,2015-12-10,Ikoyi,BBQ Philly Steak,4000,3,08:48:26,Before 9:00am
1859,2015-12-05,Ikoyi,Hot Veggie,4000,4,08:48:27,Before 9:00am
1860,2015-12-10,Gbagada,BBQ Philly Steak,4000,1,08:48:28,Before 9:00am
1861,2015-12-13,Gbagada,BBQ Chicken,4000,1,08:48:33,Before 9:00am
1862,2015-12-07,Surulere,Extravaganza,2000,5,08:48:34,Before 9:00am
1863,2015-12-04,Ibadan,BBQ Philly Steak,4000,3,08:48:36,Before 9:00am
1864,2015-12-13,Gbagada,Veggie Supreme,3000,2,08:48:36,Before 9:00am
1865,2015-12-07,Ibadan,Chicken Feast,2000,3,08:48:37,Before 9:00am
1866,2015-12-12,Surulere,Beef Suya,3000,2,08:48:37,Before 9:00am
1867,2015-12-09,Gbagada,Chicken Feast,2000,1,08:48:38,Before 9:00am
1868,2015-12-05,Gbagada,BBQ Chicken,4000,5,08:48:38,Before 9:00am
1869,2015-12-11,Ikoyi,Pepperoni Suya,3000,4,08:48:39,Before 9:00am
1870,2015-12-14,Lekki,Pepperoni Feast,4000,2,08:48:40,Before 9:00am
1871,2015-12-12,Lekki,Margarita,4000,2,08:48:40,Before 9:00am
1872,2015-12-08,Ibadan,Beef Suya,3000,1,08:48:41,Before 9:00am
1873,2015-12-05,Lekki,Hot Pepperoni Feast,4000,3,08:48:42,Before 9:00am
1874,2015-12-15,Ikoyi,Beef Suya,3000,2,08:48:43,Before 9:00am
1875,2015-12-07,Surulere,Hot Pepperoni Feast,4000,3,08:48:43,Before 9:00am
1876,2015-12-11,Surulere,Italiano,3000,3,08:48:44,Before 9:00am
1877,2015-12-09,Surulere,Chicken Feast,2000,2,08:48:45,Before 9:00am
1878,2015-12-14,Ibadan,Chicken Bali,2000,3,08:48:47,Before 9:00am
1879,2015-12-15,Gbagada,Italiano,3000,1,08:48:47,Before 9:00am
1880,2015-12-11,Gbagada,Pepperoni Suya,3000,5,08:48:47,Before 9:00am
1881,2015-12-07,Surulere,Italiano,3000,1,08:48:47,Before 9:00am
1882,2015-12-10,Lekki,Pepperoni Suya,3000,1,08:48:48,Before 9:00am
1883,2015-12-05,Ikoyi,Meatzaa,2000,5,08:48:48,Before 9:00am
1884,2015-12-10,Ibadan,BBQ Chicken,4000,3,08:48:48,Before 9:00am
1885,2015-12-13,Ikoyi,Beef Suya,3000,5,08:48:49,Before 9:00am
1886,2015-12-14,Gbagada,Beef Suya,3000,3,08:48:50,Before 9:00am
1887,2015-12-10,Ikoyi,Chicken Suya,4000,1,08:48:50,Before 9:00am
1888,2015-12-12,Gbagada,Beef Suya,3000,1,08:48:51,Before 9:00am
1889,2015-12-11,Ikoyi,Chicken Suya,4000,2,08:48:51,Before 9:00am
1890,2015-12-11,Ibadan,Extravaganza,2000,5,08:48:52,Before 9:00am
1891,2015-12-08,Gbagada,Chicken Feast,2000,4,08:48:52,Before 9:00am
1892,2015-12-04,Gbagada,BBQ Philly Steak,4000,2,08:48:53,Before 9:00am
1893,2015-12-14,Gbagada,Chicken Feast,2000,1,08:48:53,Before 9:00am
1894,2015-12-15,Ibadan,Chicken Suya,4000,1,08:48:53,Before 9:00am
1895,2015-12-15,Ibadan,Chicken Feast,2000,1,08:48:55,Before 9:00am
1896,2015-12-03,Ibadan,Chicken Feast,2000,2,08:48:56,Before 9:00am
1897,2015-12-09,Lekki,BBQ Chicken,4000,4,08:48:59,Before 9:00am
1898,2015-12-04,Ikoyi,BBQ Philly Steak,4000,2,08:48:59,Before 9:00am
1899,2015-12-09,Ibadan,Chicken Suya,4000,4,08:48:59,Before 9:00am
1900,2015-12-06,Surulere,Margarita,4000,5,08:49:00,Before 9:00am
1901,2015-12-09,Lekki,Veggie Supreme,3000,4,08:49:00,Before 9:00am
1902,2015-12-12,Lekki,Chicken Bali,2000,3,08:49:03,Before 9:00am
1903,2015-12-06,Surulere,Beef Suya,3000,5,08:49:05,Before 9:00am
1904,2015-12-04,Lekki,Hot Pepperoni Feast,4000,1,08:49:06,Before 9:00am
1905,2015-12-04,Ikoyi,Hot Veggie,4000,1,08:49:08,Before 9:00am
1906,2015-12-06,Ikoyi,Meatzaa,2000,1,08:49:10,Before 9:00am
1907,2015-12-08,Gbagada,Chicken Legend,2000,2,08:49:10,Before 9:00am
1908,2015-12-14,Gbagada,BBQ Philly Steak,4000,2,08:49:12,Before 9:00am
1909,2015-12-05,Surulere,Veggie Supreme,3000,2,08:49:14,Before 9:00am
1910,2015-12-06,Ikoyi,Chicken Bali,2000,3,08:49:14,Before 9:00am
1911,2015-12-14,Lekki,Chicken Bali,2000,2,08:49:15,Before 9:00am
1912,2015-12-03,Ibadan,Margarita,4000,5,08:49:16,Before 9:00am
1913,2015-12-08,Ibadan,Veggie Supreme,3000,3,08:49:19,Before 9:00am
1914,2015-12-14,Ikoyi,Chicken Suya,4000,3,08:49:19,Before 9:00am
1915,2015-12-12,Ikoyi,Pepperoni Feast,4000,4,08:49:21,Before 9:00am
1916,2015-12-05,Ibadan,Chicken Legend,2000,5,08:49:21,Before 9:00am
1917,2015-12-12,Ikoyi,Italiano,3000,3,08:49:22,Before 9:00am
1918,2015-12-04,Ibadan,Chicken Feast,2000,5,08:49:23,Before 9:00am
1919,2015-12-08,Ibadan,Chicken Bali,2000,4,08:49:23,Before 9:00am
1920,2015-12-05,Gbagada,Veggie Supreme,3000,1,08:49:23,Before 9:00am
1921,2015-12-08,Lekki,BBQ Chicken,4000,1,08:49:24,Before 9:00am
1922,2015-12-13,Surulere,Pepperoni Feast,4000,5,08:49:26,Before 9:00am
1923,2015-12-11,Lekki,BBQ Philly Steak,4000,4,08:49:30,Before 9:00am
1924,2015-12-04,Ibadan,Veggie Supreme,3000,5,08:49:31,Before 9:00am
1925,2015-12-14,Gbagada,Margarita,4000,2,08:49:32,Before 9:00am
1926,2015-12-09,Lekki,Meatzaa,2000,5,08:49:32,Before 9:00am
